City,Latitude,Longitude,Country,Date,Max Temperature (F),Humidity %,Cloudiness %,Wind (mph)
Claveria,8.61,124.89,PH,1572374695,73.99,93,70,5.01
Hvide Sande,56.01,8.13,DK,1572374695,37.4,86,0,4.83
Moses Lake,47.13,-119.28,US,1572374695,36.0,21,1,8.05
San Joaquin,10.59,122.14,PH,1572374696,75.38,89,84,2.62
Polessk,54.86,21.11,RU,1572374696,42.8,81,75,15.66
Maraba,-5.35,-49.1,BR,1572374696,91.4,52,40,6.93
Buchanan,5.88,-10.05,LR,1572374697,77.9,89,90,4.76
Guapi,2.57,-77.89,CO,1572374697,75.54,96,100,4.27
Orange,33.79,-117.85,US,1572374697,72.0,51,1,8.05
Beloye,45.05,39.65,RU,1572374697,59.0,76,90,6.49
Panaba,21.28,-88.27,MX,1572374697,88.39,56,93,6.62
Chiredzi,-21.05,31.67,ZW,1572374698,75.94,66,43,6.31
Mecca,21.43,39.83,SA,1572374505,82.24,42,8,3.4
Opotiki,-38.01,177.29,NZ,1572374698,48.0,74,33,4.0
Emirdag,39.02,31.15,TR,1572374698,53.56,57,0,4.25
New Iberia,30.0,-91.82,US,1572374699,78.8,100,90,4.7
Kalyazin,57.24,37.84,RU,1572374760,34.39,97,100,9.08
Yinchuan,38.48,106.21,CN,1572374760,46.99,17,76,1.01
Payo,-3.75,103.64,ID,1572374760,66.83,93,70,2.68
Jian,25.65,87.89,IN,1572374761,72.41,68,20,3.27
Gazli,40.13,63.45,UZ,1572374761,62.53,27,55,8.95
Adre,13.47,22.2,TD,1572374761,77.76,26,37,6.8
Desna,50.92,30.77,UA,1572374761,45.0,75,100,6.71
Anloga,5.79,0.9,GH,1572374761,80.6,83,40,9.17
Nalobikha,53.2,84.6,RU,1572374762,47.53,76,100,5.1
Takoradi,4.89,-1.75,GH,1572374752,79.09,85,74,13.15
Balao,-2.91,-79.82,EC,1572374762,78.8,69,90,6.93
Skole,49.04,23.51,UA,1572374762,43.0,77,100,0.69
Muzaffargarh,30.08,71.19,PK,1572374646,75.2,53,40,4.7
Karakol,42.49,78.39,KG,1572374763,36.93,38,0,3.31
Parabel,58.71,81.5,RU,1572374763,22.39,79,17,7.23
Venice,27.1,-82.45,US,1572374763,91.99,70,1,9.17
Poltavka,54.36,71.76,RU,1572374764,34.57,72,66,5.41
Kurumkan,54.33,110.32,RU,1572374764,31.66,99,100,8.39
Volovo,53.55,38.01,RU,1572374764,39.43,80,35,10.31
Glasgow,55.86,-4.24,GB,1572374541,44.6,87,20,5.82
Areia Branca,-10.76,-37.31,BR,1572374765,84.2,54,20,13.87
Mali,27.53,102.2,CN,1572374765,47.19,93,21,2.55
Geldern,51.52,6.32,DE,1572374765,46.99,75,0,2.24
Balsas,-7.53,-46.04,BR,1572374766,98.67,22,62,8.59
Kumba,4.64,9.44,CM,1572374766,76.03,88,26,1.77
Rwamagana,-1.95,30.43,RW,1572374766,69.8,68,40,2.24
Minab,27.15,57.07,IR,1572374766,80.6,74,0,6.93
Shubarkuduk,49.15,56.49,KZ,1572374767,52.57,29,33,9.33
Sun Valley,39.6,-119.78,US,1572374567,43.0,29,1,14.99
Baculin,7.45,126.58,PH,1572374767,71.33,91,100,5.08
Liling,27.65,113.49,CN,1572374767,53.6,93,0,1.72
Show Low,34.25,-110.03,US,1572374768,60.8,10,1,26.4
Diego de Almagro,-26.39,-70.05,CL,1572374768,85.26,11,0,15.21
Tevriz,57.51,72.4,RU,1572374768,24.89,78,0,3.69
Nassau,46.81,15.34,AT,1572374768,46.0,87,75,2.24
Nampula,-15.12,39.26,MZ,1572374768,80.6,51,0,11.41
Peterhead,-34.83,138.5,AU,1572374769,70.0,58,25,4.7
Lubao,-5.39,25.75,CD,1572374769,71.87,94,100,3.15
Bukama,-9.2,25.85,CD,1572374769,78.31,72,25,2.17
Wairoa,-39.04,177.43,NZ,1572374769,53.01,68,48,1.99
Guarapari,-20.67,-40.5,BR,1572374770,84.2,66,20,21.92
Bandarban,22.2,92.22,BD,1572374770,71.62,92,37,2.28
Brynmawr,51.8,-3.17,GB,1572374770,50.0,76,96,16.11
Zaysan,47.47,84.87,KZ,1572374770,44.28,56,0,1.03
Gap,44.56,6.08,FR,1572374771,54.0,82,46,4.34
Kallifonion,39.27,21.96,GR,1572374771,60.8,87,5,5.82
Kralendijk,12.15,-68.27,BQ,1572374771,89.6,62,21,16.11
Kincardine,44.18,-81.63,CA,1572374724,55.0,90,74,8.52
Ponnani,10.77,75.93,IN,1572374771,77.0,94,75,5.82
Seydi,13.34,7.75,NE,1572374772,86.0,58,98,2.24
Villanueva,15.32,-87.99,HN,1572374772,89.6,52,20,4.7
Ahmadabad,25.3,87.79,IN,1572374772,72.41,68,20,3.27
Timbo,5.57,-9.72,LR,1572374772,79.02,82,85,5.21
Nambucca Heads,-30.64,152.99,AU,1572374772,64.4,77,31,10.29
Siocon,11.03,124.04,PH,1572374773,78.82,86,96,6.85
Sibu,2.29,111.83,MY,1572374773,75.2,88,75,3.36
Sandpoint,48.28,-116.55,US,1572374773,28.99,38,1,4.7
Casablanca,33.6,-7.62,MA,1572374773,68.0,88,0,6.93
Strezhevoy,60.73,77.6,RU,1572374834,21.2,79,90,13.42
Akhalgori,42.13,44.48,GE,1572374835,60.8,63,32,12.75
La Rioja,-29.41,-66.86,AR,1572374835,76.91,46,0,10.13
Bijni,26.5,90.7,IN,1572374835,69.4,87,27,2.86
Calvia,39.57,2.51,ES,1572374836,69.8,88,98,3.36
Lemery,11.23,122.93,PH,1572374836,80.64,80,81,3.44
Uvira,-3.41,29.14,CD,1572374836,53.26,92,99,0.89
Murmashi,68.82,32.82,RU,1572374837,24.8,92,75,4.47
Alekseyevsk,57.84,108.35,RU,1572374837,39.94,90,100,14.18
Leo,11.1,-2.1,BF,1572374837,84.36,50,25,3.85
Lhokseumawe,5.18,97.15,ID,1572374838,71.56,87,84,2.26
Belyy Yar,53.6,91.39,RU,1572374838,48.2,66,100,4.47
Manbij,36.53,37.96,SY,1572374838,53.6,71,8,2.24
Sukumo,32.94,132.72,JP,1572374838,60.51,81,2,10.65
Laizhou,37.18,119.93,CN,1572374839,47.03,38,0,6.06
Port Moresby,-9.47,147.16,PG,1572374839,78.17,85,100,16.44
Warri,5.52,5.75,NG,1572374839,76.05,92,100,3.27
Camalu,30.85,-116.07,MX,1572374765,65.57,55,0,7.45
Jawa,5.32,95.93,ID,1572374840,80.55,76,100,5.39
Kijang,35.24,129.21,KR,1572374840,50.0,66,0,5.82
Miguel Calmon,-11.43,-40.6,BR,1572374840,88.23,30,89,7.67
Bocas del Toro,9.33,-82.25,PA,1572374841,72.0,60,100,5.01
Toropets,56.5,31.64,RU,1572374841,31.19,75,98,10.2
Tekeli,44.86,78.76,KZ,1572374841,38.7,27,0,4.38
Port Keats,-14.25,129.55,AU,1572374841,81.81,64,81,3.31
Zonguldak,41.25,31.83,TR,1572374841,47.98,95,4,2.26
Mankono,8.06,-6.19,CI,1572374842,77.45,82,16,2.71
Birobidzhan,48.79,132.93,RU,1572374842,35.26,94,100,4.05
Boende,-0.28,20.88,CD,1572374842,70.18,98,100,1.99
Bastia,44.6,8.98,IT,1572374842,64.99,88,40,4.7
Peque,7.02,-75.91,CO,1572374842,71.64,75,8,2.53
Batagay-Alyta,67.8,130.41,RU,1572374843,0.68,97,100,2.08
Kormilovka,55.0,74.1,RU,1572374843,28.4,63,70,4.47
Atbasar,51.81,68.36,KZ,1572374843,48.4,63,100,8.93
Presque Isle,46.68,-68.02,US,1572374843,50.0,81,90,9.17
Armizonskoye,55.95,67.67,RU,1572374844,30.13,75,53,4.29
Tatarsk,55.22,75.96,RU,1572374844,30.2,80,71,2.82
Porirua,-41.14,174.84,NZ,1572374844,50.0,81,5,11.41
Chabahar,25.29,60.65,IR,1572374845,79.45,64,13,6.62
Kisanga,-11.72,27.4,CD,1572374845,73.45,45,25,3.6
Baiyin,36.55,104.13,CN,1572374845,30.2,63,39,8.95
Indianola,40.24,-100.42,US,1572374846,30.2,80,90,12.75
Santa Luzia,-19.77,-43.85,BR,1572374846,87.8,37,40,6.93
Mogadishu,2.04,45.34,SO,1572374653,80.96,85,27,8.08
Ballina,54.11,-9.15,IE,1572374846,46.99,86,33,13.87
High Prairie,55.43,-116.48,CA,1572374847,19.47,59,15,4.54
Chernyakhovsk,54.64,21.81,RU,1572374847,38.52,82,58,8.08
Makarov,48.62,142.78,RU,1572374847,47.1,94,100,17.72
Sinjar,35.59,37.0,SY,1572374847,63.97,73,25,11.77
Liwale,-9.8,37.92,TZ,1572374848,78.33,40,0,7.78
Zachepylivka,49.2,35.24,UA,1572374848,46.72,56,70,5.48
Les Cayes,18.19,-73.75,HT,1572374848,82.38,73,95,1.52
Minsk,53.9,27.56,BY,1572374848,30.2,92,20,4.47
Sangar,63.92,127.47,RU,1572374910,12.96,83,87,11.41
Batouri,4.44,14.36,CM,1572374910,70.48,95,63,3.22
Santa Rosalia,38.07,13.27,IT,1572374910,73.0,77,20,4.7
Jilib,0.49,42.79,SO,1572374910,79.0,85,96,4.61
Pandan,11.72,122.09,PH,1572374910,82.38,71,68,3.11
Karanja,20.48,77.49,IN,1572374911,75.42,82,3,3.78
Nogliki,51.8,143.14,RU,1572374911,42.1,90,100,18.81
Joensuu,62.6,29.76,FI,1572374911,28.0,85,90,10.29
Ayagoz,47.96,80.43,KZ,1572374912,41.4,56,45,3.11
Umea,63.83,20.26,SE,1572374799,21.2,92,0,6.93
Shu,43.6,73.76,KZ,1572374912,51.58,46,0,4.43
Taree,-31.91,152.46,AU,1572374912,55.99,100,90,4.29
Bemidji,47.48,-94.89,US,1572374912,30.2,62,90,14.99
Entre Rios,-11.94,-38.08,BR,1572374913,82.49,55,85,9.53
Eucaliptus,-17.6,-67.51,BO,1572374913,77.0,23,20,16.11
Sterling,39.0,-77.4,US,1572374913,66.99,72,90,5.82
Wenling,28.38,121.38,CN,1572374913,71.01,65,0,6.73
Santa Cruz de Tenerife,28.47,-16.25,ES,1572374914,78.01,68,0,6.93
Tuscaloosa,33.21,-87.57,US,1572374749,71.01,68,75,4.7
Dovers,12.88,-61.18,VC,1572374914,86.0,74,40,1.12
Serebryanyy Bor,56.8,124.8,RU,1572374914,7.84,95,82,2.8
Port-de-Bouc,43.4,4.98,FR,1572374914,66.0,88,63,6.93
Buhovo,42.76,23.57,BG,1572374915,53.6,62,15,3.36
Havoysund,71.0,24.66,NO,1572374915,32.0,70,75,13.87
Lashio,22.93,97.75,MM,1572374915,63.19,96,19,2.37
Itapage,-3.69,-39.59,BR,1572374915,91.35,33,0,13.82
Heves,47.6,20.29,HU,1572374916,46.4,93,100,6.93
Kasongo-Lunda,-6.48,16.82,CD,1572374916,70.88,97,88,2.68
Fontenay-le-Fleury,48.81,2.05,FR,1572374916,52.0,66,100,6.93
Begunitsy,59.58,29.3,RU,1572374916,32.0,92,90,13.42
Puro,13.13,123.76,PH,1572374916,79.29,87,53,7.38
Rabo de Peixe,37.8,-25.58,PT,1572374917,69.8,88,40,17.22
High Level,58.52,-117.13,CA,1572374917,15.8,85,75,9.17
Kristiansund,63.12,7.73,NO,1572374917,42.8,70,75,17.22
Sivas,39.75,37.01,TR,1572374918,39.2,93,40,2.24
Avare,-23.1,-48.93,BR,1572374918,90.23,33,10,6.4
Daur,26.46,68.32,PK,1572374918,77.0,73,40,4.7
Talcahuano,-36.72,-73.12,CL,1572374918,60.8,72,40,13.87
Elizabethtown,40.15,-76.6,US,1572374918,64.0,72,90,3.36
Losal,27.4,74.92,IN,1572374919,77.09,24,100,4.25
Assare,-6.87,-39.88,BR,1572374919,97.12,16,0,8.61
Funehiki,37.43,140.58,JP,1572374919,55.99,65,0,3.76
Arona,45.76,8.56,IT,1572374919,60.8,100,75,3.36
Poykovskiy,61.23,73.33,RU,1572374919,23.0,79,75,15.66
Aquidauana,-20.47,-55.78,BR,1572374920,105.96,21,3,10.13
Monteagudo,-19.8,-63.96,BO,1572374920,69.8,88,0,4.7
Warrnambool,-38.38,142.48,AU,1572374646,55.0,91,50,3.85
Bullhead City,35.15,-114.57,US,1572374921,64.0,12,1,3.56
Berdigestyakh,62.1,126.7,RU,1572374921,13.46,95,74,7.4
Abnub,27.27,31.15,EG,1572374921,70.18,32,28,9.64
Xinzhi,22.54,120.62,TW,1572374921,75.2,73,75,3.36
Inuvik,68.36,-133.71,CA,1572374922,46.4,69,40,10.29
Yerofey Pavlovich,53.97,121.97,RU,1572374922,20.46,88,93,0.92
Chumikan,54.72,135.31,RU,1572374922,31.73,95,96,2.84
Mopipi,-21.2,24.86,BW,1572374923,89.85,9,64,10.04
Nekhayevskiy,50.41,41.76,RU,1572374984,42.01,91,41,6.29
Walcz,53.28,16.47,PL,1572374984,36.0,86,0,4.18
Kawalu,-7.38,108.21,ID,1572374984,65.93,94,97,2.35
Natal,-5.81,-35.21,BR,1572374984,84.2,62,40,21.92
Kenora,49.76,-94.48,CA,1572374947,26.6,68,68,21.92
Cloquet,46.72,-92.46,US,1572374985,35.01,47,40,11.41
Suez,29.97,32.54,EG,1572374985,72.36,56,0,9.71
Monte Patria,-30.69,-70.96,CL,1572374985,73.81,15,9,9.8
Kinablangan,7.69,126.55,PH,1572374985,71.33,91,100,5.08
Leninsk,48.69,45.2,RU,1572374986,48.2,93,75,6.71
Gayny,60.3,54.33,RU,1572374986,20.05,87,50,6.17
Noyon,49.58,3.0,FR,1572374986,50.0,76,94,13.87
Santo Anastacio,-21.84,-51.61,BR,1572374986,95.0,26,40,4.7
Takapau,-40.02,176.35,NZ,1572374987,46.99,88,0,3.11
Matamoros,25.87,-97.51,US,1572374987,89.6,59,20,14.99
Tera,34.97,32.42,CY,1572374987,69.8,77,40,5.82
Naryan-Mar,67.67,53.09,RU,1572374987,20.7,81,83,14.88
Mlonggo,-6.53,110.7,ID,1572374987,81.95,69,100,10.25
Athabasca,54.72,-113.29,CA,1572374988,18.57,62,0,6.64
Rypefjord,70.63,23.67,NO,1572374988,32.0,79,75,20.8
Palmares do Sul,-30.26,-50.51,BR,1572374988,77.41,75,98,8.57
Kentau,43.52,68.5,KZ,1572374989,57.06,28,53,11.36
Kalabo,-15.0,22.67,ZM,1572374989,89.28,22,31,1.45
Rakiv Lis,51.62,24.92,UA,1572374989,40.08,71,10,6.33
Gorontalo,0.54,123.06,ID,1572374989,72.0,82,97,2.24
Aden,12.79,45.03,YE,1572374802,81.77,48,99,3.42
Cerrik,41.03,19.98,AL,1572374990,57.2,93,0,3.36
Pringsewu,-5.36,104.98,ID,1572374990,70.61,97,95,3.87
Acari,-6.44,-36.64,BR,1572374990,90.75,22,14,20.49
Pasni,25.26,63.48,PK,1572374990,80.42,66,0,6.42
Astana,51.13,71.43,KZ,1572374990,46.4,58,100,8.95
Martapura,-3.41,114.85,ID,1572374991,75.2,88,57,1.12
Chunskiy,56.08,99.63,RU,1572374991,36.28,75,96,16.24
Male,50.74,33.7,UA,1572374991,44.13,57,100,7.7
Paredon,-18.93,-65.16,BO,1572374992,80.6,13,20,14.99
Mizdah,31.45,12.98,LY,1572374992,66.27,57,48,10.6
Linkoping,58.41,15.62,SE,1572374992,39.2,76,3,8.05
Bure,10.52,10.33,NG,1572374992,80.28,56,11,2.66
Ordu,40.98,37.88,TR,1572374992,60.8,100,75,3.36
Pokaran,26.93,71.92,IN,1572374993,83.16,46,100,6.64
Jiblah,13.92,44.15,YE,1572374993,65.71,79,79,0.89
Balurghat,25.22,88.78,IN,1572374993,72.03,85,17,4.63
Castrovillari,39.82,16.2,IT,1572374993,62.01,100,8,2.95
Nacala,-14.56,40.69,MZ,1572374993,73.63,85,0,6.6
Gazanjyk,39.24,55.52,TM,1572374994,59.34,30,0,4.45
Sagna,46.97,27.01,RO,1572374994,48.2,100,75,6.93
Susuman,62.78,148.15,RU,1572374994,15.4,97,100,5.1
Darab,28.75,54.55,IR,1572374994,72.41,34,35,2.51
Kaduy,59.2,37.15,RU,1572374995,26.6,92,75,8.95
Mahuva,21.09,71.76,IN,1572374995,82.11,76,93,6.55
Turbat,26.0,63.05,PK,1572374995,81.28,57,22,1.07
Wageningen,51.98,5.66,NL,1572374995,48.0,93,0,8.05
Moron,18.56,-74.26,HT,1572374995,82.8,71,5,4.92
Nata,-20.21,26.19,BW,1572374996,91.8,12,54,12.48
Nizhnedevitsk,51.55,38.36,RU,1572374996,39.2,80,68,4.47
Srostki,52.42,85.7,RU,1572374996,49.91,74,96,12.71
Liuhe,42.28,125.73,CN,1572374996,33.76,51,0,7.56
Sironj,24.1,77.69,IN,1572374996,72.03,84,99,4.99
Naifaru,5.44,73.37,MV,1572374997,76.12,91,100,14.65
Tandalti,13.01,31.87,SD,1572375058,91.06,21,39,10.18
Abu Dhabi,24.47,54.37,AE,1572374805,86.0,74,0,8.05
Mende,44.52,3.5,FR,1572375058,53.6,93,90,2.33
Lebanon,40.34,-76.42,US,1572375058,64.0,72,90,3.36
Sidi Ali,36.1,0.42,DZ,1572375059,67.39,66,0,3.69
Ouahigouya,13.58,-2.42,BF,1572375059,90.19,26,4,7.67
Maumere,-8.63,122.22,ID,1572375059,75.22,76,0,4.9
Proletariy,58.43,31.7,RU,1572375059,29.3,84,98,8.32
Turayf,31.68,38.65,SA,1572375060,64.4,52,0,4.7
Manhattan,39.18,-96.57,US,1572375052,37.0,74,90,3.36
Bayan,36.1,102.26,CN,1572375060,31.26,36,31,2.86
Yaring,6.87,101.37,TH,1572375060,82.96,74,53,9.78
King City,43.93,-79.54,CA,1572375060,63.0,82,75,11.41
Whitley Bay,55.04,-1.44,GB,1572375061,46.99,86,20,3.36
Storforshei,66.4,14.52,NO,1572375061,26.6,92,75,2.24
Wasilla,61.58,-149.44,US,1572375061,51.8,75,90,11.41
Kukushtan,57.65,56.5,RU,1572375061,21.2,85,75,4.47
Praya,-8.71,116.27,ID,1572375061,77.0,83,20,2.57
Derac,19.65,-71.82,HT,1572375062,86.0,62,40,14.99
Belz,50.38,24.01,UA,1572375062,41.0,86,98,4.47
Mutsu,41.29,141.2,JP,1572375062,55.4,82,75,3.36
Daru,-9.07,143.21,PG,1572375062,77.72,84,100,9.04
Mogadouro,41.34,-6.71,PT,1572375062,61.54,71,35,5.06
Banepa,27.63,85.52,NP,1572375063,59.0,87,20,2.24
Morki,56.43,49.0,RU,1572375063,28.18,64,57,1.63
Ulaangom,49.98,92.07,MN,1572375063,29.93,69,99,0.69
Masuguru,-11.38,38.46,MZ,1572375063,86.49,25,0,11.7
Camopi,3.17,-52.33,GF,1572375064,93.87,33,44,2.06
Charlestown,41.38,-71.64,US,1572375064,59.0,87,90,11.41
Shelbyville,39.41,-88.79,US,1572374930,45.0,80,90,9.17
Vestmanna,62.16,-7.17,FO,1572375064,44.6,75,99,11.41
San Pedro,-33.68,-59.66,AR,1572375065,75.99,47,65,7.0
Pamanukan,-6.28,107.82,ID,1572375065,76.05,79,72,3.49
Anlu,31.26,113.68,CN,1572375065,59.76,35,0,3.47
Dori,14.03,-0.03,BF,1572375065,93.85,24,2,4.05
Birin,26.89,88.07,NP,1572375066,66.2,88,40,3.27
Hamada,34.9,132.08,JP,1572375066,55.99,38,7,1.99
Mugur-Aksy,50.38,90.44,RU,1572375066,20.23,83,18,6.91
Morong,28.49,109.85,CN,1572375066,55.8,79,0,2.46
Cacapava do Sul,-30.51,-53.49,BR,1572375066,73.72,92,100,12.12
Mersing,2.43,103.84,MY,1572375067,82.36,72,13,5.03
Burnie,-41.05,145.91,AU,1572375067,50.0,82,50,4.0
Bridgetown,-33.96,116.14,AU,1572375067,48.99,90,69,1.99
Eregli,37.51,34.05,TR,1572375067,59.95,44,85,5.64
Gimli,50.63,-96.99,CA,1572374960,24.01,74,77,5.99
Naples,40.84,14.25,IT,1572374921,66.99,82,20,1.12
Synya,65.37,58.04,RU,1572375068,18.05,94,72,8.3
Bolkhov,53.44,36.0,RU,1572375068,38.62,89,72,9.82
Grafton,-29.69,152.93,AU,1572375068,59.0,87,53,1.52
Sudbury,46.49,-80.99,CA,1572375068,41.0,100,90,9.17
Porto Uniao,-26.24,-51.08,BR,1572375068,81.14,58,45,1.41
Novyy Urengoy,66.08,76.63,RU,1572375069,9.09,89,31,19.19
Tenenkou,14.46,-4.91,ML,1572375069,90.79,12,0,11.1
Wilmington,39.75,-75.55,US,1572374996,64.99,87,90,5.82
Albury,-36.08,146.92,AU,1572375070,54.0,81,70,1.12
Onguday,50.75,86.14,RU,1572375070,26.31,95,99,9.8
Lethem,3.38,-59.8,GY,1572375131,95.38,38,86,7.36
Lake Havasu City,34.47,-114.34,US,1572375131,66.0,12,1,2.73
Huangmei,30.1,115.95,CN,1572375131,60.13,51,0,4.21
Maracaju,-21.61,-55.17,BR,1572375131,101.82,23,15,10.45
Garh Maharaja,30.83,71.9,PK,1572375132,77.94,24,0,7.25
Bogalusa,30.79,-89.85,US,1572375132,68.0,82,90,6.93
Santa Marta,11.24,-74.21,CO,1572374940,87.8,79,75,11.41
Khunti,23.08,85.28,IN,1572375133,68.0,88,79,2.91
Abha,18.22,42.5,SA,1572375133,64.4,82,73,2.71
Grevena,40.09,21.43,GR,1572375133,59.0,47,1,3.36
Conway,35.09,-92.44,US,1572375134,62.01,93,90,9.17
Mumbwa,-14.99,27.06,ZM,1572375134,79.63,27,69,1.92
Krutinka,56.01,71.51,RU,1572375134,30.79,66,99,5.91
El Seibo,18.76,-69.04,DO,1572375134,87.8,79,40,9.17
Kandrian,-6.21,149.55,PG,1572375135,73.18,94,89,3.22
Zharkent,44.17,80.0,KZ,1572375135,53.06,33,0,6.2
Angarsk,52.53,103.88,RU,1572375135,53.6,37,20,6.71
Niquero,20.04,-77.58,CU,1572375135,85.96,66,10,5.48
Mamallapuram,12.63,80.17,IN,1572375135,77.0,94,90,11.41
Shimanovsk,52.0,127.67,RU,1572375136,21.31,90,18,2.82
Haverfordwest,51.8,-4.97,GB,1572375136,50.0,71,92,12.75
Lisakovsk,52.55,62.49,KZ,1572375136,45.28,73,100,4.41
Mae Hong Son,19.3,97.96,MM,1572375136,65.62,97,1,2.53
Jacareacanga,-6.22,-57.76,BR,1572375136,87.8,62,46,3.36
Kanye,-24.98,25.34,BW,1572375136,70.12,7,0,4.45
Aqtobe,50.28,57.21,KZ,1572375137,44.6,75,95,8.95
Rumoi,43.93,141.67,JP,1572375137,55.51,69,41,24.81
Costinesti,43.95,28.63,RO,1572375137,57.0,87,90,4.7
Kupang,-10.16,123.6,ID,1572375137,79.32,75,55,13.47
Winfield,37.24,-97.0,US,1572375138,37.4,74,90,13.87
San Mateo,37.54,-122.31,US,1572375138,87.8,67,40,4.9
Kislovodsk,43.91,42.72,RU,1572375138,51.8,76,90,2.24
Muravlenko,63.79,74.5,RU,1572375138,10.58,90,0,16.08
Norwich,52.63,1.29,GB,1572374860,48.0,87,75,2.24
Puerto Carreno,6.19,-67.49,CO,1572375139,93.2,46,40,6.93
Djambala,-2.55,14.76,CG,1572375139,73.31,85,86,0.85
Wuhan,30.6,114.3,CN,1572375139,55.4,82,0,4.47
Tamale,9.4,-0.84,GH,1572375140,85.24,55,95,3.36
Mujiayingzi,42.12,118.78,CN,1572375140,43.48,31,0,9.62
Mastung,29.8,66.85,PK,1572375140,57.22,39,0,1.72
Sabha,27.03,14.43,LY,1572375140,77.79,22,0,10.22
Sakaraha,-22.91,44.53,MG,1572375140,77.58,66,100,8.5
Chaplygin,53.24,39.97,RU,1572375141,41.0,86,68,8.95
Jiancheng,30.39,104.55,CN,1572375141,64.0,93,18,2.26
Aksaray,38.37,34.03,TR,1572375141,55.4,58,40,2.24
Trinidad,-14.83,-64.9,BO,1572375142,96.8,47,40,16.11
Salas,-6.27,-79.61,PE,1572375142,66.2,29,20,14.99
Oranjemund,-28.55,16.43,ZA,1572375142,59.27,58,0,26.02
Dakar,14.69,-17.45,SN,1572375142,86.0,37,53,5.82
Osmena,12.17,124.59,PH,1572375142,79.18,87,67,7.76
Rio Pardo de Minas,-15.62,-42.55,BR,1572375143,86.47,26,20,7.67
Gambela,8.25,34.59,ET,1572375143,73.74,90,99,2.17
Zemetchino,53.5,42.62,RU,1572375204,42.31,72,100,9.57
Azusa,34.13,-117.91,US,1572375061,72.0,51,1,8.05
Jablah,35.36,35.93,SY,1572375204,62.6,88,40,4.7
Mineros,-17.12,-63.23,BO,1572375205,98.6,37,75,23.04
Savinka,50.08,47.1,RU,1572375205,49.17,65,100,2.59
Libreville,0.39,9.45,GA,1572375205,80.6,78,20,4.7
Banjar,-7.37,108.54,ID,1572375205,71.35,90,100,1.79
Geesthacht,53.44,10.37,DE,1572375205,39.0,93,3,1.12
Ocean City,30.44,-86.61,US,1572375206,75.99,100,90,5.82
Adolfo Ruiz Cortines,25.7,-108.72,MX,1572375206,87.01,33,0,1.99
Felanitx,39.47,3.15,ES,1572375206,68.0,88,40,1.12
Syamzha,60.02,41.06,RU,1572375206,21.33,93,81,3.74
Taga,-8.61,120.44,ID,1572375206,65.88,89,6,3.8
Brighton,50.82,-0.14,GB,1572375076,50.0,76,20,11.41
Abancay,-13.64,-72.88,PE,1572375207,37.4,100,77,16.11
Grand Forks,47.91,-97.06,US,1572375207,30.2,50,75,21.92
Benghazi,32.12,20.07,LY,1572375207,74.43,53,100,10.02
Kushima,31.5,131.29,JP,1572375208,55.0,100,38,4.0
Biscarrosse,44.41,-1.18,FR,1572375208,61.0,93,27,3.36
Avanigadda,16.02,80.92,IN,1572375208,78.8,94,40,3.89
Guanambi,-14.22,-42.78,BR,1572375208,93.38,21,83,9.82
Yendi,9.45,0.0,GH,1572375208,82.8,61,53,3.67
Antalaha,-14.9,50.28,MG,1572375209,78.46,72,15,5.3
Taldan,53.69,124.82,RU,1572375209,21.36,91,89,2.37
Aborlan,9.44,118.55,PH,1572375209,77.0,94,40,4.7
Alta Gracia,-31.66,-64.43,AR,1572375209,87.01,34,0,6.93
Healdsburg,38.61,-122.87,US,1572375209,66.99,35,1,3.36
Fairhope,30.52,-87.9,US,1572375210,75.0,100,90,5.82
Alta,69.97,23.27,NO,1572375112,30.2,92,75,6.93
Ust-Kalmanka,52.12,83.31,RU,1572375210,50.81,63,94,15.1
Grande Prairie,55.17,-118.79,CA,1572375210,15.8,92,75,0.87
San Jose de Guanipa,8.89,-64.17,VE,1572375211,89.44,50,65,4.65
Papara,-3.98,-38.73,BR,1572375211,86.0,51,20,18.34
Osypenko,48.04,34.39,UA,1572375211,44.6,75,100,4.47
East Stroudsburg,41.0,-75.18,US,1572375212,62.01,82,90,6.24
Mongo,-5.62,14.6,CD,1572375212,76.1,82,86,3.27
Leicester,52.64,-1.13,GB,1572375212,46.0,87,20,10.29
Solnechnyy,50.72,136.64,RU,1572375212,33.76,90,100,3.11
Tepanguare,14.33,-87.75,HN,1572375212,84.2,54,40,2.24
Blagoyevo,63.37,47.92,RU,1572375213,23.11,88,64,6.89
Great Falls,47.5,-111.29,US,1572375047,15.01,72,90,12.75
Bundaberg,-24.87,152.35,AU,1572375213,64.99,82,100,6.93
Dongobesh,-4.07,35.37,TZ,1572375213,60.73,90,37,10.42
Lubango,-14.92,13.49,AO,1572375213,66.27,69,66,5.99
Peace River,56.23,-117.29,CA,1572375214,15.8,78,75,9.17
Bhimunipatnam,17.88,83.43,IN,1572375214,80.6,83,20,2.24
Andros Town,24.73,-77.79,BS,1572375214,86.0,70,40,13.87
Nchelenge,-9.35,28.74,ZM,1572375214,79.97,68,61,11.83
Tevaitoa,-16.78,-151.5,PF,1572375214,79.45,74,78,9.66
Tamiahua,21.28,-97.45,MX,1572375215,78.03,80,0,5.82
Dubai,25.27,55.3,AE,1572375058,89.6,33,9,5.82
Matara,-3.48,29.48,BI,1572375215,60.76,93,100,1.99
Arawa,-3.93,119.75,ID,1572375215,72.86,90,50,0.83
